punbienpsico,punsatvida,punbienespir,punbiensoc,nivsoled,rpsoptimis,rpsinterotros,rpsresolprob,rpssentbien,rpssentcercan,punrecpsic_category
0.4295694674041604,0.7007175543165428,0.3817221303833583,0.4478473370208021,0.3333333333,0.8,0.2,0.2591389348083208,0.8,0.8,0
0.3187604961619231,0.4348827130975961,0.3,0.7406197519190384,1.0,0.8,0.2,0.8,0.6375209923238463,0.0812395038380769,0
0.5,0.6666666667,0.9835951879356958,0.5065619248257217,0.3333333333,0.8,0.2,0.8,0.219685774477165,0.2,0
0.2091872593660095,0.5303297942562041,0.2091872593660095,0.2,1.0,0.8,0.4,0.5455830124880128,0.3272084937559937,0.4,0
0.7271291523143536,0.825578107092942,0.7635645761571768,0.7271291523143536,1.0,0.7085166092574144,0.0728708476856464,0.2,0.0728708476856464,0.0728708476856464,0
0.2295241802489642,0.6666666667,0.4704758197510358,0.4295241802489642,1.0,0.8,0.1409516395020715,0.8,0.8,0.2,0
0.4120503429271874,0.3634591906179684,0.1879496570728126,0.6241006858543747,0.3333333333,0.8,0.2,0.7517986282912505,0.8,0.4482013717087494,0
0.7699988022096005,0.7116664670502668,0.6760014373484793,0.7159990417676805,0.3333333333,0.6920004791161598,0.2,0.8,0.0920004791161597,0.0920004791161597,0
0.0380212182130771,0.5158421742586172,0.4904946954467307,0.5095053045532693,0.3333333333,0.3809893908934614,0.0380212182130771,0.2,0.8,0.2,0
0.4480240304078741,0.5833333333,0.3173253231973753,0.3173253231973753,1.0,0.2,0.8,0.2,0.8,0.2,0
0.2047641257436506,0.3373034380895516,0.1,0.1952358742563493,1.0,0.3904717485126987,0.8,0.8,0.4190565029746027,0.2095282514873013,0
0.3546501551663606,0.5983539727420492,0.1726749224168196,0.5,1.0,0.2,0.2,0.8,0.3453498448336393,0.363950465499082,0
0.545218755645867,0.6398567778573337,0.4678281334688005,0.4678281334688005,0.8492708145062404,0.0,1.0,0.2,0.3095624887082661,0.845218755645867,0
0.4647397394071142,0.6372831161824216,1.0,0.7884384364426851,0.7842008686645326,0.0705205211857716,0.5410410423715433,0.3294794788142284,0.8,0.8,0
0.2824787856277787,0.5146010119710107,0.2350424287444426,0.2175212143722213,1.0,0.8,0.8,0.8,0.8,0.8,0
0.2515659405856453,0.6263049504890817,0.3484340594143547,0.4,1.0,0.2,0.4906043564861279,0.2,0.8,0.2,0
0.3926587306545593,0.75,0.8073412693454406,0.438988095981839,1.0,0.2,0.1073412693454406,0.2,0.8,0.8,0
0.3909193437062615,0.4962163932124557,0.4909193437062615,0.5863790155593922,1.0,0.8,0.0090806562937385,0.8,0.8,0.0090806562937385,0
0.1709970806351094,0.5108260348877736,0.3419941612702188,0.3709970806351094,1.0,0.8,0.1419941612702188,0.2,0.8,0.8,0
0.2,0.410917497602509,0.2,0.2,1.0,0.8,0.8,0.8,0.8,0.8,0
0.9216352073433,0.5214360214310191,0.4,0.78245281101495,0.4639413210872882,0.5216352073432999,0.2783647926567,0.8,0.1567295853134,0.1567295853134,0
0.3906598958886463,0.5377749566051593,0.3186802082227074,0.6359898438329695,0.3333333333,0.8,0.0906598958886463,0.6186802082227074,0.8,0.8,0
0.0532021678984251,0.2889981934023797,0.2935956642031496,0.4,1.0,0.6128086715937008,0.8,0.8,0.8,0.8,0
0.5,0.2007974092011232,0.4590431089822693,0.5819137820354613,1.0,0.4,0.2361724359290773,0.3180862179645387,0.4,0.3180862179645387,0
0.2,0.6819994056108206,0.475467617742687,0.2122661911286565,1.0,0.1877338088713435,0.0122661911286565,0.2,0.8,0.8,0
0.2,0.3333333333,0.1362176254798728,0.2,1.0,0.5448705019194914,0.8,0.8,0.4,0.2724352509597457,0
0.1,0.3333333333,0.1276871726117446,0.2,1.0,0.6892513095530217,0.2553743452234892,0.3446256547765108,0.4,0.4,0
0.4398319246781051,0.3665266039317543,0.3,0.1799439748927017,1.0,0.2,0.8,0.2401120502145965,0.8,0.4,0
0.140715675509272,0.3502981981091019,0.120357837754636,0.220357837754636,1.0,0.4,0.959284324490728,0.2,0.4814313510185442,0.8,0
0.3010090606689025,0.6641440150277438,0.3,0.597981878662195,1.0,0.3979818786621951,0.8,0.8,0.8,0.2,0
0.2,0.4270863455507156,0.256251807339179,0.2,1.0,0.8,0.8,0.8,0.6250072293567162,0.2874963853216419,0
0.4117265619326578,0.6862109365799453,0.4234531238653156,0.7765468761346844,0.3333333333,0.3530937522693688,0.3765468761346844,0.3765468761346844,0.0,0.4234531238653156,0
0.2,0.566033018772627,0.2896198112825381,0.1948099056412691,1.0,0.8,0.2,0.8,0.8,0.8,0
0.1,0.3333333333,0.1,0.2,1.0,0.8,0.2,0.3617762581007995,0.4,0.4764474837984011,0
0.0930253615028265,0.0,0.0930253615028265,0.0,0.0,0.6,0.6,0.6,0.6,0.6,0
0.4926898946256851,0.4613792105880795,0.4731724736564213,0.6,1.0,0.2,0.8,0.8,0.8,0.8,0
0.4640635592802586,0.470052966078861,0.2281271185605173,0.392190677840776,1.0,0.2,0.2,0.8,0.8,0.8,0
0.316811219083629,0.4233099602563044,0.5,0.4,1.0,0.8,0.2,0.8,0.8,0.2,0
0.2,0.393566098485406,0.4518137878516751,0.2759068939258375,1.0,0.8,0.2,0.8,0.4963724242966497,0.8,0
0.1,0.4817281647311584,0.1390368988343098,0.4,1.0,0.8,0.2,0.2,0.4,0.2,0
0.1,0.3419966000021623,0.1896040799657219,0.1896040799657219,1.0,0.4,0.3584163198628876,0.2,0.4,0.4,0
0.154591975258392,0.3030044581685803,0.2363946501722614,0.2363946501722614,0.9393422497189634,0.4,0.4,0.2363946501722614,0.4,0.4,0
0.3494372787821599,0.5833333333,0.4747186393910799,0.4494372787821599,1.0,0.8,0.8,0.8,0.8,0.8,0
0.2457122844731599,0.34880702229145,0.17285614223658,0.5185684267097399,1.0,0.8,0.5085754310536801,0.2,0.25428771552684,0.8,0
0.3874643524207614,0.5208927459695761,0.2250712951584771,0.6749287048415228,1.0,0.4501425903169542,0.1749287048415229,0.8,0.8,0.2,0
0.5,0.6675745147293641,0.4336964725717456,0.5673929451434913,1.0,0.0,0.2021788354304739,0.2,0.2,0.2,0
0.1000456081280905,0.1667426802467872,0.1000456081280905,0.2,1.0,0.1999087837438188,0.7998175674876378,0.3999087837438189,0.4,0.8,0
0.2782746494154817,0.2004792640710633,0.2782746494154817,0.3188497662769878,0.8019170562248286,0.4,0.4,0.4,0.4,0.4,0
0.2440976869378213,0.379918594244466,0.3440976869378213,0.3220488434689106,1.0,0.8,0.2,0.8,0.8,0.2,0
0.3237517115524447,0.603126426276205,0.5,0.371255134657334,0.8416552563091182,0.2,0.2,0.8,0.8,0.8,0
0.3169884013850624,0.423745167228525,0.2084942006925312,0.3542471003462656,0.3333333333,0.8,0.8,0.0915057993074687,0.8,0.8,0
0.5,0.6666666667,0.9700797100946096,0.5,0.4330676329896217,0.8,0.2,0.8,0.2299202899053905,0.2897608697161715,0
0.3238620637678269,0.3333333333,0.1380689681160866,0.2,1.0,0.8,0.8,0.8,0.6477241275356538,0.2761379362321732,0
0.4414469715539343,0.6869507621848359,0.4414469715539343,0.6414469715539343,1.0,0.1171060568921313,0.4828939431078686,0.2,0.2,0.3171060568921313,0
0.3261489101707656,0.5833333333,0.5492340598861563,0.4507659401138437,1.0,0.7015318802276875,0.8,0.8,0.8,0.8,0
0.4937985893324286,0.6597762104013204,0.7937985893324288,0.4958657262216191,1.0,0.8,0.2,0.8,0.4,0.8,0
0.3730980353201689,0.3781699411086857,0.2807058940394931,0.5730980353201689,0.3333333333,0.8,0.1461960706403379,0.8,0.8,0.5076078587193242,0
0.1,0.2529327168847472,0.1964807397368956,0.4070385205262088,0.5058654337730137,0.4,0.3035192602631044,0.5929614794737912,0.4,0.3035192602631044,0
0.1268846742452843,0.3942627714776733,0.1,0.1268846742452843,1.0,0.6924613030188627,0.8,0.8,0.4,0.0537693484905686,0
0.2256868094837997,0.3857028372934789,0.2,0.4114697857743003,1.0,0.5486263810324005,0.8,0.2,0.8,0.8,0
0.9518132520725384,0.9196887534381684,0.9518132520725384,0.9518132520725384,0.6666666667,1.0,0.0,0.5181325207253834,0.8072530082901533,0.0963734958549233,0
0.3276579490280839,0.3936183757886538,0.1723420509719161,0.2,1.0,0.8,0.8,0.8,0.8,0.2,0
0.1949208626870512,0.5042326144257643,0.4152374119388463,0.2050791373129488,1.0,0.7796834507482049,0.8,0.8,0.8,0.8,0
0.7735681001627085,0.1053599165521482,0.5528637996745829,0.7471362003254169,0.5440531664042965,0.547136200325417,0.3264318998372915,0.3264318998372915,0.547136200325417,0.3264318998372915,0
0.7610175883196176,0.7716568953823216,0.2389824116803823,0.8129941372267941,0.3333333333,0.0,0.0,0.0,0.896046902185647,0.0259882744535882,0
0.2680275092330186,0.6933104089391512,0.2680275092330186,0.6120183394886791,0.3333333333,0.8,0.8,0.8,0.6240366789773583,0.1120183394886791,0
0.1780731853200901,0.2967886421814347,0.1780731853200901,0.1780731853200901,1.0,0.8,0.2438536293598198,0.2,0.7122927412803605,0.8,0
1.0,1.0,1.0,1.0,0.4305034341551682,1.0,0.8833958789971189,0.8833958789971189,1.0,1.0,0
0.3172089229295259,0.6523258975805891,0.3172089229295259,0.6344178458590519,1.0,0.4688356917181038,0.8,0.8,0.8,0.2,0
0.1,0.2545966668275687,0.1,0.1972419999040103,1.0,0.4,0.3889679996160413,0.3944839998080207,0.4,0.4,0
0.2551186354253394,0.5833333333,0.4551186354253394,0.5204745417013575,1.0,0.8,0.8,0.8,0.8,0.8,0
0.5,0.5833333333,0.4840974996259738,0.5840974996259739,0.439350002465475,0.1681949992519477,0.0,0.0318050007480522,0.2,0.0318050007480522,0
0.1,0.5232680819299572,0.3819804245871852,0.2540587262384444,1.0,0.2360391508256296,0.2,0.8,0.2360391508256296,0.2360391508256296,0
0.8607060031243678,0.1748529160458155,0.8508825039054597,0.790176500781092,0.6994116640930856,0.7607060031243679,0.0,0.2,0.4,0.2,0
0.3803518108434934,0.5491204728912664,0.3803518108434934,0.4196481891565066,1.0,0.3607036216869869,0.8,0.8,0.7214072433739738,0.2392963783130131,0
0.4122030494321849,0.5833333333,0.6755939011356302,0.2366091482965546,1.0,0.2,0.0244060988643697,0.8,0.4488121977287395,0.8,0
0.3,0.5833333333,0.5,0.5125125257141747,1.0,0.8,0.0,0.2,0.7499498971433013,0.2,0
0.2,0.6417452691551553,0.2299056770478325,0.2299056770478325,0.9501572049252636,0.2,0.2,0.1700943229521675,0.8,0.340188645904335,0
0.8033812253342678,0.7241006807516197,0.5621583662209761,0.9,0.6666666667,0.8,0.3310791831104881,0.0689208168895119,0.3378416337790239,0.131079183110488,0
0.2,0.494857015947626,0.2969142095691927,0.2,1.0,0.8,0.8,0.8,0.787656838276771,0.2061715808616145,0
0.3948104700481589,0.5833333333,0.5,0.5103790599036822,1.0,0.8,0.8,0.8,0.8,0.8,0
0.4857829553296104,0.5951808705348027,0.4284340893407791,0.4142170446703895,1.0,0.0284340893407791,0.9715659106592208,0.2,0.4568681786815582,0.8,0
0.3,0.732217221009139,0.9,0.3426786695951379,1.0,0.3280360087854137,0.2,0.2426786695951379,0.8,0.8,0
0.133029238847681,0.5,0.3004561417284784,0.3669707611523189,0.3333333333,0.6660584776953622,0.133029238847681,0.2,0.5339415223046379,0.2,0
0.8685347439996344,0.0262210466722155,0.3629305120007313,0.9370694879992688,0.3857754266444311,0.7370694879992687,0.2314652560003656,0.2314652560003656,0.7370694879992687,0.2314652560003656,0
0.1,0.3333333333,0.1118874391177072,0.2,1.0,0.8,0.2,0.2237748782354144,0.4475497564708288,0.8,0
0.1529438282952558,0.4607865235715371,0.4,0.2470561717047441,1.0,0.7058876565905117,0.8,0.8,0.8,0.8,0
0.4328944716140085,0.4440787263673756,0.1657889432280171,0.2986834148420256,1.0,0.2,0.2,0.8,0.8,0.8,0
0.4129351557089528,0.5362770184400922,0.3870648442910472,0.4129351557089528,1.0,0.2,0.2,0.8,0.8,0.8,0
0.1,0.279339223829974,0.1,0.2098619542960207,1.0,0.8,0.8,0.2901380457039792,0.4,0.8,0
0.5,0.4793386598682599,0.4,0.5623968040652837,1.0,0.1247936081305673,0.0,0.2,0.2623968040652837,0.2,0
1.0,0.9137500700219768,0.6377502941647524,0.948250042023536,0.6666666667,0.7034999159529278,0.1034999159529278,0.1034999159529278,0.7930001680941443,0.0,0
0.3013345297965492,0.6244439459176597,0.4493327351017254,0.4,1.0,0.8,0.3013345297965492,0.5973309404069017,0.8,0.3013345297965492,0
0.506381364410952,0.4489364392852668,0.2774474542356192,0.2,1.0,0.8,0.8,0.8,0.8,0.8,0
0.5532861053360814,0.7577856491075389,0.3719716632016488,0.5906572210672163,0.6355240702511591,0.8,0.8,0.8,0.7626288842688651,0.1813144421344325,0
0.2048185594943018,0.1706821329452515,0.3,0.1016061864981006,1.0,0.2,0.8,0.3967876270037987,0.8,0.4,0
0.3217828736908754,0.7136952105079467,0.3217828736908754,0.3564342526182492,1.0,0.8,0.4,0.8,0.2,0.7128685052364985,0
0.3124382831241324,0.1873971385652618,0.4,0.3248765662482648,1.0,0.7502468675034704,0.2,0.1751234337517351,0.4,0.2,0
0.1404905278925601,0.5833333333,0.2607357918388402,0.4404905278925601,1.0,0.8,0.1595094721074399,0.2,0.4,0.2,0
0.3847735747030164,0.2179926596525297,0.2847735747030164,0.7,1.0,0.5536352337293116,0.0,0.2,0.4,0.2,0
0.3156721909063598,0.6144260303350193,0.3843278090936403,0.5313443818127195,1.0,0.8,0.0313443818127195,0.8,0.8,0.1686556181872804,0
0.5195028651281794,0.8922880852897757,0.1585085953845385,0.8097514325640898,0.3658381085201334,0.9804971348718206,0.0390057302563589,0.0,0.0195028651281794,0.2,0
0.2441019365900226,0.5269215081750565,0.3441019365900226,0.3882038731800452,1.0,0.8,0.1117961268199548,0.8,0.8,0.2,0
0.3,0.7084239900384801,0.4496736359213408,0.4002175760524394,1.0,0.2,0.8,0.8,0.5995648478951212,0.3002175760524394,0
0.2,0.3479356056690869,0.1587613634073282,0.1293806817036641,1.0,0.8,0.2,0.8,0.8,0.8,0
0.4534290551893676,0.5833333333,0.7862837792425297,0.4534290551893676,1.0,0.2,0.8,0.2,0.8,0.8,0
0.0540734567133104,0.135183641783276,0.0540734567133104,0.2162938268532417,0.1802448556930102,0.4918530865733792,0.7081469134266208,0.4918530865733792,0.4918530865733792,0.8162938268532417,0
0.5429595943576064,0.6191329952933118,0.5288787830728194,0.5429595943576064,1.0,0.0859191887152129,0.0859191887152129,0.2,0.2,0.2,0
0.4073496727977977,0.4105419393018352,0.3308834424007341,0.3691165575992659,1.0,0.8,0.8,0.6764662303970637,0.8,0.2,0
0.3035471277495616,0.3303773935581075,0.4035471277495616,0.3517735638747807,1.0,0.8,0.2,0.8,0.8,0.2,0
0.4,0.6567923034614004,0.4881507641231599,0.5236984717536801,0.3333333333,0.8,0.8,0.2710954152610403,0.8,0.2,0
0.4,0.4935855564958979,0.4923026677966169,0.6038486661016915,1.0,0.8,0.007697332203383,0.8,0.8,0.0,0
0.7285589236373402,0.1666666667,0.6143232290879794,0.6,0.6666666667,0.4,0.4,0.5142356945493607,0.4,0.4,0
0.1,0.25,0.1,0.2142598649936459,1.0,0.4,0.4190131533248613,0.3904934233375693,0.4,0.4,0
0.7,0.8333333333,0.7,0.7,0.3333333333,0.1546545235340073,0.6906909529319853,0.663963570602022,0.1546545235340073,0.8453454764659927,0
0.3120658979823472,0.6465568367253993,0.3120658979823472,0.5758682040353056,1.0,0.4,0.8,0.8,0.8,0.2,0
0.3,0.5833333333,0.5,0.5191210015436462,1.0,0.8,0.0,0.2,0.7235159938254154,0.2,0
0.3031457237373021,0.2795254020644687,0.2354304824915347,0.6354304824915347,1.0,0.8,0.2,0.8,0.6708609649830695,0.0,0
0.2499883255659177,0.3854190988487691,0.2499883255659177,0.5625029186085205,1.0,0.8,1.0,0.0749941627829588,0.4,0.2500116744340823,0
0.3,0.4736208612382291,0.268345033473213,0.436690066946426,1.0,0.8,0.8,0.2,0.5266198661071481,0.2,0
0.3816410784965031,0.5680342320532056,0.7,0.2,1.0,0.2367178430069938,0.0734356860139877,0.8,0.4,0.8,0
0.1,0.1666666667,0.1,0.3,1.0,0.8,0.8996969077040533,0.2,0.5993938154081065,0.8,0
0.7929108424108715,0.8215180706561785,0.885821684821743,0.714178315178257,0.6666666667,0.0567132607130282,0.9574650544652288,0.0,0.014178315178257,0.014178315178257,0
0.5,0.5884508764862175,0.468713683914487,0.6687136839144869,0.3333333333,0.8,0.2,0.612282103486922,0.8,0.2,0
0.5935297098545327,0.6666666667,0.7,0.6,1.0,0.2,0.2,0.2,0.2388217408728034,0.2,0
0.2552040781814538,0.549773246460074,0.1850680260604846,0.1850680260604846,0.3333333333,0.8,0.8,0.8,0.8,0.8,0
0.3,0.4166666667,0.2,0.3981905698076539,1.0,0.2036188603846921,0.8,0.2,0.8,0.8,0
0.6744013234791804,0.2713322304254834,0.4627993382604098,0.6,0.8759977942137662,0.2744013234791804,0.2744013234791804,0.8,0.6511973530416393,0.2744013234791804,0
0.1742530219421236,0.2912516788649856,0.1495020146280823,0.4,0.3333333333,0.3504979853719176,0.8,0.3504979853719176,0.3504979853719176,0.9504979853719177,0
0.3,0.3895308250817622,0.2162815049676864,0.3837184950323136,1.0,0.2325630099353727,0.8,0.2325630099353727,0.8,0.8,0
0.1,0.4532713898478846,0.1,0.2,1.0,0.7252342237566154,0.4,0.4,0.4,0.4,0
0.5980204341652745,0.4183163048949447,0.4960408683305491,0.5980204341652745,1.0,0.2,0.7881226049916474,0.8,0.8,0.8,0
0.5218635778028121,0.634109824091793,0.5827953667042183,0.6,1.0,0.2,0.2781364221971878,0.2,0.2,0.2781364221971878,0
0.1,0.5514287198961715,0.1808572319500457,0.4,1.0,0.8,0.2,0.2,0.4,0.2,0
0.1588344539543297,0.2990287116089966,0.1,0.1588344539543297,1.0,0.564662184182681,0.8,0.8,0.3176689079086595,0.2823310920913405,0
0.1,0.4166666667,0.1,0.3804983295516296,1.0,0.7739977727355062,0.186998886367753,0.2,0.4,0.2130011136322469,0
0.613891958098562,0.7256982809232025,0.570837937147843,0.570837937147843,0.620360139652478,0.0,1.0,0.2,0.172216083802876,0.913891958098562,0
0.2877984496984834,0.23983204141947,0.3,0.2755968993969669,1.0,0.375596899396967,0.8,0.4,0.8,0.751193798793934,0
0.4605504766615876,0.6337920638916901,0.7605504766615877,0.381651429984763,1.0,0.563302859969526,0.1211009533231753,0.8,0.4,0.8,0
0.3494263109322784,0.229405703786455,0.5,0.4247131554661392,1.0,0.8,0.0,0.8,0.4988526218645568,0.8,0
0.5,0.5240242067805218,0.2779273796296057,0.7288290481481577,0.3333333333,0.8,0.2,0.5423419037036846,0.8,0.8,0
0.491608046417857,0.4376465506553573,0.5832160928357141,0.491608046417857,0.3333333333,0.2167839071642859,0.8,0.2503517214928576,0.8,0.2,0
0.4,0.7222114505447812,0.4666925187192021,0.3000387780788031,1.0,0.2,0.8,0.3333074812807979,0.8,0.8,0
0.5677540945503534,0.7204098424279137,0.6355081891007068,0.6322459054496465,1.0,0.1355081891007068,0.3289836217985863,0.2,0.2,0.2,0
0.3,0.2620185154906429,0.2927888907070565,0.3072111092929435,1.0,0.385577781414113,0.8,0.385577781414113,0.8,0.8,0
0.3794598591521971,0.5833333333,0.4205401408478029,0.7794598591521971,1.0,0.8,0.8,0.8,0.8,0.3232408450868176,0
0.2144323124239934,0.3135735069149333,0.1762882082826622,0.4,0.3333333333,0.3237117917173377,0.8,0.3237117917173377,0.3237117917173377,0.9237117917173376,0
0.2982049537015963,0.4151707947834668,0.1,0.1017950462984037,1.0,0.2035900925968075,0.8,0.8,0.7928198148063851,0.3964099074031925,0
0.4,0.434594848112922,0.3215138177041119,0.4,1.0,0.2430276354082239,0.8,0.8,0.8,0.2,0
0.2,0.399961646676974,0.4466973492984207,0.2733486746492103,1.0,0.8,0.2,0.8,0.5066053014031584,0.8,0
0.1,0.3236507535934191,0.1232381913050892,0.2348572869576338,1.0,0.4,0.0232381913050891,0.8,0.4,0.4,0
0.2780995893614991,0.7134993155951984,0.3219004106385008,0.5219004106385008,1.0,0.2,0.8,0.8,0.4876016425540034,0.4876016425540034,0
0.442946237696797,0.6012275990213142,0.357053762303203,0.557053762303203,1.0,0.2,0.357053762303203,0.157053762303203,0.2,0.485892475393594,0
0.3398897304375672,0.5332414420180094,0.3398897304375672,0.5797794608751343,0.3333333333,0.8,0.8,0.8,0.8,0.5606616173745971,0
0.4,0.6666666667,0.4019276436003256,0.4009638218001628,0.6698794060335547,0.2,0.8,0.2,0.8,0.8,0
0.2349492188150896,0.2791243490009249,0.1,0.1650507811849104,1.0,0.8,0.8,0.2,0.2650507811849104,0.5301015623698209,0
0.1,0.3333333333,0.1058727551758148,0.2,1.0,0.7765089792967407,0.2117455103516297,0.3882544896483703,0.4,0.4,0
1.0,1.0,0.9914731114956504,1.0,0.6666666667,1.0,0.6341075540173986,0.6,1.0,1.0,0
0.1,0.4147532234080544,0.1,0.1011480659749377,1.0,0.4,0.0045922638997511,0.2022961319498755,0.4,0.4,0
0.2900233052949622,0.5916472456058609,0.5,0.4900233052949622,1.0,0.8,0.1099766947050377,0.8,0.8,0.1099766947050377,0
0.6022895766948426,0.3409652556176686,0.5091583067793707,0.6068687300845279,0.992368077684621,0.1954208466103146,0.1954208466103146,0.8,0.7862625398309442,0.2,0
0.1309364087224227,0.5661464395721955,0.1206242724816151,0.2515606812040379,1.0,0.8,0.8,0.2,0.8,0.2,0
0.2547784694383319,0.4623153912136838,0.145221530561668,0.2547784694383319,1.0,0.8,0.8,0.8,0.8,0.8,0
0.4021042492958896,0.6666666667,0.3957915014082208,0.4,0.6736808310189305,0.2,0.7957915014082209,0.2,0.8,0.8,0
0.211099084821172,0.490750762652723,0.2333513727682419,0.2,1.0,0.2,0.2,0.8,0.311099084821172,0.311099084821172,0
0.4189815302972156,0.535879507556961,0.3810184697027844,0.7240738788111376,1.0,0.8,0.8,0.8,0.8,0.2,0
0.274654969027777,0.4166666667,0.041781676990741,0.4253450309722231,1.0,0.8,1.0,0.1164366460185179,0.4,0.6328732920370359,0
0.1817762295798187,0.3674067622984058,0.1408881147899093,0.3204440573949547,0.3333333333,0.8,0.8,0.1591118852100906,0.8,0.8,0
0.4519704262894484,0.5833333333,0.5960591474211031,0.3559112788683453,1.0,0.2,0.1039408525788968,0.8,0.6078817051577937,0.8,0
0.1074042217912348,0.3333333333,0.2,0.2,1.0,0.8,0.2,0.3851915564175304,0.8,0.8,0
0.3027413346072023,0.7981724436153812,0.8183551992356786,0.9394517330785596,0.4648391102548329,0.8789034661571191,0.8789034661571191,0.8789034661571191,0.8789034661571191,0.8789034661571191,0
0.4516789939128158,0.5833333333,0.4,0.5483210060871841,1.0,0.0966420121743683,0.1932840243487367,0.2,0.2,0.2966420121743683,0
0.2740161368761463,0.4783467807387832,0.2,0.2,1.0,0.8,0.8,0.8,0.8,0.8,0
0.1630700471158785,0.530774960724458,0.5107898586523645,0.2369299528841215,1.0,0.6522801884635141,0.8,0.8,0.8,0.8,0
0.4549606268530757,0.5833333333,0.5900787462938486,0.364881880559227,1.0,0.2,0.1099212537061513,0.8,0.6198425074123027,0.8,0
0.5,0.3534070502402856,0.4,0.6379557698496242,1.0,0.2759115396992485,0.0,0.2,0.3379557698496243,0.2,0
0.3,0.6306811883069423,0.5280290432138846,0.2712116172855538,1.0,0.2,0.8,0.8,0.8,0.2287883827144461,0
0.2809280677482792,0.5833333333,0.4404640338741396,0.3809280677482792,1.0,0.8,0.8,0.8,0.8,0.8,0
0.4827889397177222,0.8736390159943055,0.4827889397177222,0.8827889397177222,0.3333333333,0.068844241129111,0.068844241129111,0.068844241129111,0.1655778794354444,0.2344221205645555,0
0.2074477792148119,0.4414925974135571,0.1148955584296238,0.3074477792148119,1.0,0.8,0.7702088831407524,0.8,0.3851044415703762,0.8,0
0.4931665895154395,0.433750192911401,0.5931665895154395,0.6,0.3333333333,0.7589995370926376,0.2,0.8,0.8,0.8,0
0.2139250500618413,0.464135437540113,0.1569625250309206,0.329112424907238,0.3333333333,0.6278501001236827,0.8,0.8,0.8,0.8,0
0.5304202522344555,0.6086835435156598,0.339159495531089,0.4695797477655445,1.0,0.060840504468911,0.060840504468911,0.1391594955310889,0.2,0.382521513406733,0
0.2541977788331741,0.4930037019475083,0.2458022211668258,0.2541977788331741,1.0,0.5832088846673036,0.8,0.2,0.8,0.8,0
0.3,0.7423253955669946,0.3,0.5092095253232902,1.0,0.2184190506465805,0.8,0.8,0.436838101293161,0.3815809493534196,0
1.0,0.9077701639604362,0.6126346887113049,0.9446620983873292,0.6666666667,0.7106758032253415,0.1106758032253414,0.1106758032253414,0.778648393549317,0.0,0
0.1,0.25,0.1,0.3075104273517937,1.0,0.4,0.5433472364690581,0.3283263817654709,0.4,0.4,0
0.1296207689009492,0.3333333333,0.2,0.2,1.0,0.8,0.2,0.3407584621981016,0.8,0.8,0
0.4,0.6144383178634473,0.4,0.5880220556611723,0.3333333333,0.6506960742148965,0.8,0.8,0.8,0.2,0
0.1,0.2606099951672163,0.1872680057942475,0.2,0.7091066473379635,0.4,0.0872680057942475,0.8,0.4,0.3127319942057525,0
0.4,0.6666666667,0.5098627050122174,0.4549313525061087,0.8497711750353851,0.2,0.8,0.2,0.8,0.8,0
0.7,0.7786760064472386,0.8344112077504506,0.9,0.4426479870711117,0.9344112077504508,0.8032336232513521,0.0,0.2,0.0655887922495493,0
0.2167113934649637,0.2707774248687954,0.2750670901974456,0.3416443032675181,1.0,0.8,0.2,0.2,0.4,0.2,0
0.094848756088173,0.4647723881897837,0.3577268658677405,0.3577268658677405,1.0,0.1051512439118269,0.4,0.094848756088173,0.294848756088173,0.8,0
0.6247621834191244,0.8958729694468444,0.1499048733676497,0.8249524366838249,0.4165081222627178,0.9500951266323504,0.0499048733676497,0.0499048733676497,0.1497146201029491,0.1500951266323502,0
0.2995962964503532,0.4170030863245711,0.1006055553244701,0.2,1.0,0.2,0.2,0.8,0.3995962964503532,0.3995962964503532,0
0.182591832468857,0.3333333333,0.2,0.2,1.0,0.0696326701245717,0.4,0.2,0.4,0.7303673298754283,0
0.1117066041424168,0.1666666667,0.4765867917151662,0.1,1.0,0.3765867917151663,0.8,0.0468264165696674,0.4468264165696675,0.4,0
0.1898169490021893,0.2040903954359427,0.5,0.730549152993432,1.0,0.5796338980043787,0.1101830509978106,0.9101830509978108,0.4,0.8,0
0.477548369847631,0.4166666667,0.3,0.5550967396952622,1.0,0.2,0.8,0.8,0.5673548904571069,0.2775483698476311,0
0.0426170017369616,0.0710283362211665,0.2,0.2,0.7376950029211665,0.8,0.8,0.8,0.8,0.8,0
0.0365657424196876,0.5884119086401306,0.4817171287901561,0.4939057095967187,1.0,0.2,0.3878114191934374,0.0,0.2,0.8,0
0.9966589353880562,0.8305491127904923,0.3006682129223887,0.8979953612328336,0.6644392902915919,0.8,0.2,0.2,0.6013364258447775,0.0013364258447775,0
0.3772301015165343,0.5833333333,0.6544602030330685,0.2227698984834657,1.0,0.2,0.0455397969669314,0.8,0.4910795939338628,0.8,0
0.3625204769530442,0.6666666667,0.4749590460939116,0.3625204769530442,0.7915984101773594,0.1250409539060884,0.8,0.2,0.6500819078121769,0.8,0
0.6252890397904636,0.6465559327761591,0.7505780795809273,0.7505780795809273,0.5823698673442398,0.9252890397904636,1.0,0.0747109602095363,0.2747109602095364,0.0,0
0.3899022111175184,0.4124592546622667,0.2899022111175184,0.3899022111175184,1.0,0.2100977888824816,0.8,0.8,0.7798044222350369,0.2,0
0.237251342821572,0.3545810953182961,0.3745026856431441,0.5254973143568559,1.0,0.8,0.1254973143568558,0.5490053712862883,0.4,0.8,0
